city,settle_date,market,forecast_blurred,actual,lo,hi,p_model,p_market,edge,action,entry_price,pnl_per_contract,won_bet
NY,2026-04-22,KXHIGHNY-26APR22-B57.5,53.81,54.1,57.5,58.5,0.051,0.57,-0.519,NO,0.45,0.53,True
NY,2026-04-23,KXHIGHNY-26APR23-B74.5,71.28,72.2,74.5,75.5,0.066,0.34,-0.274,NO,0.68,0.3,True
NY,2026-04-23,KXHIGHNY-26APR23-B68.5,71.28,72.2,68.5,69.5,0.071,0.2,-0.129,NO,0.82,0.17,True
NY,2026-04-23,KXHIGHNY-26APR23-B72.5,71.28,72.2,72.5,73.5,0.132,0.65,-0.518,NO,0.37,0.61,True
NY,2026-04-23,KXHIGHNY-26APR23-B70.5,71.28,72.2,70.5,71.5,0.135,0.28,-0.145,NO,0.74,0.25,True
NY,2026-04-24,KXHIGHNY-26APR24-B66.5,70.85,69.6,66.5,67.5,0.106,0.46,-0.354,NO,0.56,0.42,True
NY,2026-04-24,KXHIGHNY-26APR24-B62.5,70.85,69.6,62.5,63.5,0.012,0.15,-0.138,NO,0.87,0.12,True
NY,2026-04-24,KXHIGHNY-26APR24-B64.5,70.85,69.6,64.5,65.5,0.04,0.31,-0.27,NO,0.71,0.28,True
NY,2026-04-25,KXHIGHNY-26APR25-B51.5,51.82,50.2,51.5,52.5,0.164,0.29,-0.126,NO,0.73,0.26,True
NY,2026-04-26,KXHIGHNY-26APR26-B55.5,52.25,55.8,55.5,56.5,0.066,0.3,-0.234,NO,0.72,-0.73,False
NY,2026-04-26,KXHIGHNY-26APR26-B57.5,52.25,55.8,57.5,58.5,0.036,0.43,-0.394,NO,0.59,0.39,True
NY,2026-04-26,KXHIGHNY-26APR26-B51.5,52.25,55.8,51.5,52.5,0.134,0.43,-0.296,NO,0.59,0.39,True
NY,2026-04-26,KXHIGHNY-26APR26-B53.5,52.25,55.8,53.5,54.5,0.129,0.25,-0.121,NO,0.77,0.22,True
NY,2026-04-27,KXHIGHNY-26APR27-B68.5,64.89,66.9,68.5,69.5,0.049,0.58,-0.531,NO,0.44,0.54,True
NY,2026-04-27,KXHIGHNY-26APR27-B66.5,64.89,66.9,66.5,67.5,0.088,0.42,-0.332,NO,0.6,-0.62,False
NY,2026-04-28,KXHIGHNY-26APR28-B65.5,65.98,64.4,65.5,66.5,0.148,0.57,-0.422,NO,0.45,0.53,True
NY,2026-04-28,KXHIGHNY-26APR28-B61.5,65.98,64.4,61.5,62.5,0.091,0.84,-0.749,NO,0.18,0.81,True
NY,2026-04-29,KXHIGHNY-26APR29-B62.5,61.95,62.9,62.5,63.5,0.09,0.61,-0.52,NO,0.41,-0.43,False
NY,2026-04-29,KXHIGHNY-26APR29-B60.5,61.95,62.9,60.5,61.5,0.11,0.19,-0.08,NO,0.83,0.16,True
NY,2026-04-29,KXHIGHNY-26APR29-B56.5,61.95,62.9,56.5,57.5,0.049,0.2,-0.151,NO,0.82,0.17,True
NY,2026-04-29,KXHIGHNY-26APR29-B58.5,61.95,62.9,58.5,59.5,0.066,0.32,-0.254,NO,0.7,0.29,True
CHI,2026-04-22,KXHIGHCHI-26APR22-B69.5,71.65,69.1,69.5,70.5,0.071,0.2,-0.129,NO,0.82,0.17,True
CHI,2026-04-22,KXHIGHCHI-26APR22-B73.5,71.65,69.1,73.5,74.5,0.067,0.16,-0.093,NO,0.86,0.13,True
CHI,2026-04-23,KXHIGHCHI-26APR23-B84.5,78.74,79.1,84.5,85.5,0.0,0.15,-0.15,NO,0.87,0.12,True
CHI,2026-04-23,KXHIGHCHI-26APR23-B80.5,78.74,79.1,80.5,81.5,0.076,0.22,-0.144,NO,0.8,0.19,True
CHI,2026-04-23,KXHIGHCHI-26APR23-B82.5,78.74,79.1,82.5,83.5,0.026,0.56,-0.534,NO,0.46,0.52,True
CHI,2026-04-23,KXHIGHCHI-26APR23-B78.5,78.74,79.1,78.5,79.5,0.057,0.58,-0.523,NO,0.44,-0.46,False
CHI,2026-04-24,KXHIGHCHI-26APR24-B70.5,76.84,67.9,70.5,71.5,0.043,0.83,-0.787,NO,0.19,0.8,True
CHI,2026-04-24,KXHIGHCHI-26APR24-B72.5,76.84,67.9,72.5,73.5,0.177,0.54,-0.363,NO,0.48,0.5,True
CHI,2026-04-24,KXHIGHCHI-26APR24-B74.5,76.84,67.9,74.5,75.5,0.068,0.38,-0.312,NO,0.64,0.34,True
CHI,2026-04-25,KXHIGHCHI-26APR25-B56.5,62.43,55.7,56.5,57.5,0.05,0.47,-0.42,NO,0.55,0.43,True
CHI,2026-04-25,KXHIGHCHI-26APR25-B60.5,62.43,55.7,60.5,61.5,0.08,0.2,-0.12,NO,0.82,0.17,True
CHI,2026-04-25,KXHIGHCHI-26APR25-B58.5,62.43,55.7,58.5,59.5,0.097,0.47,-0.373,NO,0.55,0.43,True
CHI,2026-04-26,KXHIGHCHI-26APR26-B63.5,58.9,58.4,63.5,64.5,0.0,0.26,-0.26,NO,0.76,0.23,True
CHI,2026-04-26,KXHIGHCHI-26APR26-B67.5,58.9,58.4,67.5,68.5,0.0,0.12,-0.12,NO,0.9,0.09,True
CHI,2026-04-26,KXHIGHCHI-26APR26-B61.5,58.9,58.4,61.5,62.5,0.041,0.41,-0.369,NO,0.61,0.37,True
CHI,2026-04-26,KXHIGHCHI-26APR26-B65.5,58.9,58.4,65.5,66.5,0.0,0.12,-0.12,NO,0.9,0.09,True
CHI,2026-04-27,KXHIGHCHI-26APR27-B71.5,69.48,66.9,71.5,72.5,0.071,0.16,-0.089,NO,0.86,0.13,True
CHI,2026-04-27,KXHIGHCHI-26APR27-B73.5,69.48,66.9,73.5,74.5,0.02,0.12,-0.1,NO,0.9,0.09,True
CHI,2026-04-28,KXHIGHCHI-26APR28-B62.5,66.7,62.9,62.5,63.5,0.144,0.65,-0.506,NO,0.37,-0.39,False
CHI,2026-04-28,KXHIGHCHI-26APR28-B60.5,66.7,62.9,60.5,61.5,0.044,0.24,-0.196,NO,0.78,0.21,True
CHI,2026-04-28,KXHIGHCHI-26APR28-B64.5,66.7,62.9,64.5,65.5,0.072,0.23,-0.158,NO,0.79,0.2,True
CHI,2026-04-29,KXHIGHCHI-26APR29-B54.5,56.82,55.3,54.5,55.5,0.069,0.48,-0.411,NO,0.54,-0.56,False
CHI,2026-04-29,KXHIGHCHI-26APR29-B56.5,56.82,55.3,56.5,57.5,0.064,0.44,-0.376,NO,0.58,0.4,True
LAX,2026-04-23,KXHIGHLAX-26APR23-B72.5,74.21,72.2,72.5,73.5,0.14,0.47,-0.33,NO,0.55,0.43,True
LAX,2026-04-24,KXHIGHLAX-26APR24-B74.5,71.32,72.0,74.5,75.5,0.066,0.75,-0.684,NO,0.27,0.72,True
LAX,2026-04-24,KXHIGHLAX-26APR24-B72.5,71.32,72.0,72.5,73.5,0.096,0.27,-0.174,NO,0.75,0.24,True
LAX,2026-04-24,KXHIGHLAX-26APR24-B68.5,71.32,72.0,68.5,69.5,0.061,0.16,-0.099,NO,0.86,0.13,True
LAX,2026-04-24,KXHIGHLAX-26APR24-B70.5,71.32,72.0,70.5,71.5,0.114,0.28,-0.166,NO,0.74,0.25,True
LAX,2026-04-25,KXHIGHLAX-26APR25-B68.5,67.84,63.1,68.5,69.5,0.069,0.65,-0.581,NO,0.37,0.61,True
LAX,2026-04-25,KXHIGHLAX-26APR25-B64.5,67.84,63.1,64.5,65.5,0.06,0.42,-0.36,NO,0.6,0.38,True
LAX,2026-04-25,KXHIGHLAX-26APR25-B66.5,67.84,63.1,66.5,67.5,0.12,0.39,-0.27,NO,0.63,0.35,True
LAX,2026-04-26,KXHIGHLAX-26APR26-B62.5,65.35,62.3,62.5,63.5,0.061,0.43,-0.369,NO,0.59,0.39,True
LAX,2026-04-26,KXHIGHLAX-26APR26-B64.5,65.35,62.3,64.5,65.5,0.117,0.32,-0.203,NO,0.7,0.29,True
LAX,2026-04-26,KXHIGHLAX-26APR26-B68.5,65.35,62.3,68.5,69.5,0.065,0.2,-0.135,NO,0.82,0.17,True
LAX,2026-04-26,KXHIGHLAX-26APR26-B66.5,65.35,62.3,66.5,67.5,0.097,0.69,-0.593,NO,0.33,0.65,True
LAX,2026-04-27,KXHIGHLAX-26APR27-B64.5,65.05,64.1,64.5,65.5,0.084,0.2,-0.116,NO,0.82,0.17,True
LAX,2026-04-27,KXHIGHLAX-26APR27-B66.5,65.05,64.1,66.5,67.5,0.078,0.64,-0.562,NO,0.38,0.6,True
LAX,2026-04-28,KXHIGHLAX-26APR28-B66.5,66.56,68.9,66.5,67.5,0.091,0.18,-0.089,NO,0.84,0.15,True
LAX,2026-04-28,KXHIGHLAX-26APR28-B68.5,66.56,68.9,68.5,69.5,0.104,0.23,-0.126,NO,0.79,-0.8,False
LAX,2026-04-28,KXHIGHLAX-26APR28-B70.5,66.56,68.9,70.5,71.5,0.067,0.71,-0.643,NO,0.31,0.68,True
LAX,2026-04-29,KXHIGHLAX-26APR29-B70.5,72.27,68.8,70.5,71.5,0.117,0.24,-0.123,NO,0.78,0.21,True
LAX,2026-04-29,KXHIGHLAX-26APR29-B66.5,72.27,68.8,66.5,67.5,0.09,0.21,-0.12,NO,0.81,0.18,True
LAX,2026-04-29,KXHIGHLAX-26APR29-B68.5,72.27,68.8,68.5,69.5,0.071,0.86,-0.789,NO,0.16,-0.17,False
LAX,2026-04-30,KXHIGHLAX-26APR30-B68.5,68.14,69.5,68.5,69.5,0.093,0.21,-0.117,NO,0.81,0.18,True
LAX,2026-04-30,KXHIGHLAX-26APR30-B70.5,68.14,69.5,70.5,71.5,0.068,0.51,-0.442,NO,0.51,0.47,True
MIA,2026-04-22,KXHIGHMIA-26APR22-B81.5,77.22,79.5,81.5,82.5,0.023,0.21,-0.187,NO,0.81,0.18,True
MIA,2026-04-22,KXHIGHMIA-26APR22-B79.5,77.22,79.5,79.5,80.5,0.069,0.67,-0.601,NO,0.35,-0.37,False
MIA,2026-04-23,KXHIGHMIA-26APR23-B79.5,76.84,78.1,79.5,80.5,0.057,0.49,-0.433,NO,0.53,0.45,True
MIA,2026-04-23,KXHIGHMIA-26APR23-B81.5,76.84,78.1,81.5,82.5,0.01,0.28,-0.27,NO,0.74,0.25,True
MIA,2026-04-24,KXHIGHMIA-26APR24-B80.5,83.3,80.4,80.5,81.5,0.13,0.38,-0.25,NO,0.64,0.34,True
MIA,2026-04-24,KXHIGHMIA-26APR24-B82.5,83.3,80.4,82.5,83.5,0.136,0.4,-0.264,NO,0.62,0.36,True
MIA,2026-04-25,KXHIGHMIA-26APR25-B85.5,85.2,83.1,85.5,86.5,0.104,0.54,-0.436,NO,0.48,0.5,True
MIA,2026-04-25,KXHIGHMIA-26APR25-B83.5,85.2,83.1,83.5,84.5,0.108,0.35,-0.242,NO,0.67,0.31,True
MIA,2026-04-26,KXHIGHMIA-26APR26-B86.5,87.94,85.9,86.5,87.5,0.076,0.67,-0.594,NO,0.35,0.63,True
MIA,2026-04-27,KXHIGHMIA-26APR27-B87.5,86.99,84.8,87.5,88.5,0.089,0.51,-0.421,NO,0.51,0.47,True
MIA,2026-04-28,KXHIGHMIA-26APR28-B82.5,91.42,83.8,82.5,83.5,0.017,0.13,-0.113,NO,0.89,0.1,True
MIA,2026-04-28,KXHIGHMIA-26APR28-B84.5,91.42,83.8,84.5,85.5,0.024,0.25,-0.226,NO,0.77,0.22,True
MIA,2026-04-28,KXHIGHMIA-26APR28-B86.5,91.42,83.8,86.5,87.5,0.07,0.56,-0.49,NO,0.46,0.52,True
MIA,2026-04-29,KXHIGHMIA-26APR29-B83.5,83.28,85.3,83.5,84.5,0.082,0.44,-0.358,NO,0.58,0.4,True
MIA,2026-04-29,KXHIGHMIA-26APR29-B85.5,83.28,85.3,85.5,86.5,0.069,0.58,-0.511,NO,0.44,0.54,True
MIA,2026-04-29,KXHIGHMIA-26APR29-B87.5,83.28,85.3,87.5,88.5,0.024,0.62,-0.596,NO,0.4,0.58,True
AUS,2026-04-22,KXHIGHAUS-26APR22-B79.5,80.06,79.7,79.5,80.5,0.075,0.25,-0.175,NO,0.77,-0.78,False
AUS,2026-04-22,KXHIGHAUS-26APR22-B81.5,80.06,79.7,81.5,82.5,0.013,0.13,-0.117,NO,0.89,0.1,True
AUS,2026-04-23,KXHIGHAUS-26APR23-B81.5,78.96,80.8,81.5,82.5,0.031,0.22,-0.189,NO,0.8,0.19,True
AUS,2026-04-23,KXHIGHAUS-26APR23-B85.5,78.96,80.8,85.5,86.5,0.0,0.32,-0.32,NO,0.7,0.29,True
AUS,2026-04-23,KXHIGHAUS-26APR23-B83.5,78.96,80.8,83.5,84.5,0.017,0.28,-0.263,NO,0.74,0.25,True
AUS,2026-04-24,KXHIGHAUS-26APR24-B89.5,91.45,87.3,89.5,90.5,0.094,0.44,-0.346,NO,0.58,0.4,True
AUS,2026-04-24,KXHIGHAUS-26APR24-B85.5,91.45,87.3,85.5,86.5,0.072,0.2,-0.128,NO,0.82,0.17,True
AUS,2026-04-25,KXHIGHAUS-26APR25-B91.5,92.59,87.0,91.5,92.5,0.112,0.48,-0.368,NO,0.54,0.44,True
AUS,2026-04-25,KXHIGHAUS-26APR25-B89.5,92.59,87.0,89.5,90.5,0.076,0.2,-0.124,NO,0.82,0.17,True
AUS,2026-04-26,KXHIGHAUS-26APR26-B89.5,86.56,85.2,89.5,90.5,0.051,0.15,-0.099,NO,0.87,0.12,True
AUS,2026-04-26,KXHIGHAUS-26APR26-B91.5,86.56,85.2,91.5,92.5,0.015,0.22,-0.205,NO,0.8,0.19,True
AUS,2026-04-26,KXHIGHAUS-26APR26-B93.5,86.56,85.2,93.5,94.5,0.0,0.2,-0.2,NO,0.82,0.17,True
AUS,2026-04-27,KXHIGHAUS-26APR27-B91.5,85.78,87.4,91.5,92.5,0.002,0.53,-0.528,NO,0.49,0.49,True
AUS,2026-04-27,KXHIGHAUS-26APR27-B93.5,85.78,87.4,93.5,94.5,0.0,0.25,-0.25,NO,0.77,0.22,True
AUS,2026-04-28,KXHIGHAUS-26APR28-B92.5,88.03,88.9,92.5,93.5,0.017,0.43,-0.413,NO,0.59,0.39,True
AUS,2026-04-28,KXHIGHAUS-26APR28-B94.5,88.03,88.9,94.5,95.5,0.0,0.23,-0.23,NO,0.79,0.2,True
NY,2026-04-30,KXHIGHNY-26APR30-B63.5,62.13,59.8,63.5,64.5,0.121,0.28,-0.159,NO,0.74,0.25,True
NY,2026-05-01,KXHIGHNY-26MAY01-B66.5,67.03,64.9,66.5,67.5,0.138,0.32,-0.182,NO,0.7,0.29,True
NY,2026-05-01,KXHIGHNY-26MAY01-B64.5,67.03,64.9,64.5,65.5,0.064,0.54,-0.476,NO,0.48,-0.5,False
NY,2026-05-02,KXHIGHNY-26MAY02-B64.5,59.6,59.3,64.5,65.5,0.03,0.58,-0.55,NO,0.44,0.54,True
NY,2026-05-02,KXHIGHNY-26MAY02-B58.5,59.6,59.3,58.5,59.5,0.149,0.23,-0.081,NO,0.79,-0.8,False
NY,2026-05-02,KXHIGHNY-26MAY02-B62.5,59.6,59.3,62.5,63.5,0.065,0.19,-0.125,NO,0.83,0.16,True
NY,2026-05-02,KXHIGHNY-26MAY02-B60.5,59.6,59.3,60.5,61.5,0.104,0.64,-0.536,NO,0.38,0.6,True
NY,2026-05-03,KXHIGHNY-26MAY03-B59.5,61.4,57.7,59.5,60.5,0.061,0.79,-0.729,NO,0.23,0.76,True
NY,2026-05-04,KXHIGHNY-26MAY04-B76.5,74.85,75.5,76.5,77.5,0.081,0.24,-0.159,NO,0.78,0.21,True
NY,2026-05-04,KXHIGHNY-26MAY04-B72.5,74.85,75.5,72.5,73.5,0.059,0.78,-0.721,NO,0.24,0.75,True
NY,2026-05-05,KXHIGHNY-26MAY05-B81.5,85.46,84.4,81.5,82.5,0.106,0.23,-0.124,NO,0.79,0.2,True
NY,2026-05-05,KXHIGHNY-26MAY05-B79.5,85.46,84.4,79.5,80.5,0.05,0.37,-0.32,NO,0.65,0.33,True
NY,2026-05-06,KXHIGHNY-26MAY06-B69.5,72.31,72.7,69.5,70.5,0.072,0.46,-0.388,NO,0.56,0.42,True
NY,2026-05-06,KXHIGHNY-26MAY06-B71.5,72.31,72.7,71.5,72.5,0.147,0.59,-0.443,NO,0.43,0.55,True
NY,2026-05-06,KXHIGHNY-26MAY06-B67.5,72.31,72.7,67.5,68.5,0.057,0.25,-0.193,NO,0.77,0.22,True
NY,2026-05-07,KXHIGHNY-26MAY07-B64.5,65.87,66.4,64.5,65.5,0.11,0.7,-0.59,NO,0.32,0.66,True
NY,2026-05-08,KXHIGHNY-26MAY08-B66.5,64.44,64.7,66.5,67.5,0.03,0.25,-0.22,NO,0.77,0.22,True
NY,2026-05-08,KXHIGHNY-26MAY08-B64.5,64.44,64.7,64.5,65.5,0.1,0.6,-0.5,NO,0.42,-0.44,False
NY,2026-05-08,KXHIGHNY-26MAY08-B68.5,64.44,64.7,68.5,69.5,0.065,0.2,-0.135,NO,0.82,0.17,True
NY,2026-05-09,KXHIGHNY-26MAY09-B63.5,64.6,65.3,63.5,64.5,0.149,0.24,-0.091,NO,0.78,0.21,True
NY,2026-05-09,KXHIGHNY-26MAY09-B61.5,64.6,65.3,61.5,62.5,0.056,0.19,-0.134,NO,0.83,0.16,True
NY,2026-05-09,KXHIGHNY-26MAY09-B65.5,64.6,65.3,65.5,66.5,0.104,0.51,-0.406,NO,0.51,0.47,True
CHI,2026-04-30,KXHIGHCHI-26APR30-B53.5,55.17,52.5,53.5,54.5,0.091,0.35,-0.259,NO,0.67,0.31,True
CHI,2026-04-30,KXHIGHCHI-26APR30-B55.5,55.17,52.5,55.5,56.5,0.092,0.24,-0.148,NO,0.78,0.21,True
CHI,2026-05-01,KXHIGHCHI-26MAY01-B50.5,50.09,49.1,50.5,51.5,0.098,0.22,-0.122,NO,0.8,0.19,True
CHI,2026-05-01,KXHIGHCHI-26MAY01-B52.5,50.09,49.1,52.5,53.5,0.05,0.24,-0.19,NO,0.78,0.21,True
CHI,2026-05-01,KXHIGHCHI-26MAY01-B48.5,50.09,49.1,48.5,49.5,0.091,0.32,-0.229,NO,0.7,-0.71,False
CHI,2026-05-02,KXHIGHCHI-26MAY02-B53.5,51.03,52.8,53.5,54.5,0.047,0.2,-0.153,NO,0.82,0.17,True
CHI,2026-05-02,KXHIGHCHI-26MAY02-B55.5,51.03,52.8,55.5,56.5,0.003,0.47,-0.467,NO,0.55,0.43,True
CHI,2026-05-02,KXHIGHCHI-26MAY02-B51.5,51.03,52.8,51.5,52.5,0.098,0.2,-0.102,NO,0.82,0.17,True
CHI,2026-05-03,KXHIGHCHI-26MAY03-B66.5,67.24,64.7,66.5,67.5,0.098,0.6,-0.502,NO,0.42,0.56,True
CHI,2026-05-04,KXHIGHCHI-26MAY04-B80.5,78.39,76.4,80.5,81.5,0.073,0.47,-0.397,NO,0.55,0.43,True
CHI,2026-05-04,KXHIGHCHI-26MAY04-B76.5,78.39,76.4,76.5,77.5,0.082,0.24,-0.158,NO,0.78,0.21,True
CHI,2026-05-04,KXHIGHCHI-26MAY04-B78.5,78.39,76.4,78.5,79.5,0.045,0.34,-0.295,NO,0.68,0.3,True
CHI,2026-05-04,KXHIGHCHI-26MAY04-B82.5,78.39,76.4,82.5,83.5,0.016,0.16,-0.144,NO,0.86,0.13,True
CHI,2026-05-05,KXHIGHCHI-26MAY05-B64.5,60.38,60.2,64.5,65.5,0.016,0.2,-0.184,NO,0.82,0.17,True
CHI,2026-05-05,KXHIGHCHI-26MAY05-B62.5,60.38,60.2,62.5,63.5,0.074,0.21,-0.136,NO,0.81,0.18,True
CHI,2026-05-05,KXHIGHCHI-26MAY05-B60.5,60.38,60.2,60.5,61.5,0.045,0.73,-0.685,NO,0.29,0.7,True
CHI,2026-05-05,KXHIGHCHI-26MAY05-B58.5,60.38,60.2,58.5,59.5,0.082,0.32,-0.238,NO,0.7,0.29,True
CHI,2026-05-06,KXHIGHCHI-26MAY06-B57.5,57.17,56.1,57.5,58.5,0.071,0.6,-0.529,NO,0.42,0.56,True
CHI,2026-05-06,KXHIGHCHI-26MAY06-B59.5,57.17,56.1,59.5,60.5,0.068,0.25,-0.182,NO,0.77,0.22,True
CHI,2026-05-07,KXHIGHCHI-26MAY07-B60.5,63.38,59.6,60.5,61.5,0.09,0.87,-0.78,NO,0.15,0.84,True
CHI,2026-05-08,KXHIGHCHI-26MAY08-B69.5,63.2,67.4,69.5,70.5,0.0,0.2,-0.2,NO,0.82,0.17,True
CHI,2026-05-08,KXHIGHCHI-26MAY08-B65.5,63.2,67.4,65.5,66.5,0.074,0.43,-0.356,NO,0.59,0.39,True
CHI,2026-05-08,KXHIGHCHI-26MAY08-B67.5,63.2,67.4,67.5,68.5,0.008,0.48,-0.472,NO,0.54,0.44,True
CHI,2026-05-09,KXHIGHCHI-26MAY09-B72.5,76.9,73.8,72.5,73.5,0.18,0.54,-0.36,NO,0.48,0.5,True
CHI,2026-05-09,KXHIGHCHI-26MAY09-B74.5,76.9,73.8,74.5,75.5,0.064,0.42,-0.356,NO,0.6,0.38,True
CHI,2026-05-09,KXHIGHCHI-26MAY09-B70.5,76.9,73.8,70.5,71.5,0.042,0.23,-0.188,NO,0.79,0.2,True
LAX,2026-05-01,KXHIGHLAX-26MAY01-B72.5,64.25,69.9,72.5,73.5,0.0,0.15,-0.15,NO,0.87,0.12,True
LAX,2026-05-01,KXHIGHLAX-26MAY01-B68.5,64.25,69.9,68.5,69.5,0.053,0.28,-0.227,NO,0.74,0.25,True
LAX,2026-05-01,KXHIGHLAX-26MAY01-B70.5,64.25,69.9,70.5,71.5,0.017,0.55,-0.533,NO,0.47,0.51,True
LAX,2026-05-01,KXHIGHLAX-26MAY01-B74.5,64.25,69.9,74.5,75.5,0.0,0.3,-0.3,NO,0.72,0.27,True
LAX,2026-05-02,KXHIGHLAX-26MAY02-B67.5,63.5,66.5,67.5,68.5,0.068,0.34,-0.272,NO,0.68,0.3,True
LAX,2026-05-02,KXHIGHLAX-26MAY02-B71.5,63.5,66.5,71.5,72.5,0.0,0.48,-0.48,NO,0.54,0.44,True
LAX,2026-05-02,KXHIGHLAX-26MAY02-B65.5,63.5,66.5,65.5,66.5,0.073,0.3,-0.227,NO,0.72,0.27,True
LAX,2026-05-03,KXHIGHLAX-26MAY03-B64.5,66.29,62.9,64.5,65.5,0.117,0.45,-0.333,NO,0.57,0.41,True
LAX,2026-05-03,KXHIGHLAX-26MAY03-B70.5,66.29,62.9,70.5,71.5,0.054,0.26,-0.206,NO,0.76,0.23,True
LAX,2026-05-03,KXHIGHLAX-26MAY03-B68.5,66.29,62.9,68.5,69.5,0.069,0.36,-0.291,NO,0.66,0.32,True
LAX,2026-05-03,KXHIGHLAX-26MAY03-B66.5,66.29,62.9,66.5,67.5,0.092,0.65,-0.558,NO,0.37,0.61,True
LAX,2026-05-04,KXHIGHLAX-26MAY04-B66.5,69.46,65.2,66.5,67.5,0.061,0.71,-0.649,NO,0.31,0.68,True
LAX,2026-05-04,KXHIGHLAX-26MAY04-B68.5,69.46,65.2,68.5,69.5,0.127,0.54,-0.413,NO,0.48,0.5,True
LAX,2026-05-04,KXHIGHLAX-26MAY04-B62.5,69.46,65.2,62.5,63.5,0.037,0.39,-0.353,NO,0.63,0.35,True
