city,settle_date,market,forecast_blurred,actual,lo,hi,p_model,p_market,edge,action,entry_price,pnl_per_contract,won_bet
MIA,2026-05-17,KXHIGHMIA-26MAY17-B89.5,80.43,84.5,89.5,90.5,0.0,0.42,-0.42,NO,0.6,0.38,True
MIA,2026-05-17,KXHIGHMIA-26MAY17-B87.5,80.43,84.5,87.5,88.5,0.034,0.43,-0.396,NO,0.59,0.39,True
MIA,2026-05-18,KXHIGHMIA-26MAY18-B90.5,80.88,83.3,90.5,91.5,0.0,0.1,-0.1,NO,0.92,0.07,True
MIA,2026-05-18,KXHIGHMIA-26MAY18-B88.5,80.88,83.3,88.5,89.5,0.007,0.31,-0.303,NO,0.71,0.28,True
MIA,2026-05-18,KXHIGHMIA-26MAY18-B86.5,80.88,83.3,86.5,87.5,0.007,0.8,-0.793,NO,0.22,0.77,True
MIA,2026-05-19,KXHIGHMIA-26MAY19-B84.5,81.72,83.9,84.5,85.5,0.054,0.28,-0.226,NO,0.74,0.25,True
MIA,2026-05-19,KXHIGHMIA-26MAY19-B86.5,81.72,83.9,86.5,87.5,0.01,0.51,-0.5,NO,0.51,0.47,True
MIA,2026-05-19,KXHIGHMIA-26MAY19-B88.5,81.72,83.9,88.5,89.5,0.035,0.27,-0.235,NO,0.75,0.24,True
AUS,2026-05-10,KXHIGHAUS-26MAY10-B90.5,87.83,88.6,90.5,91.5,0.035,0.26,-0.225,NO,0.76,0.23,True
AUS,2026-05-10,KXHIGHAUS-26MAY10-B92.5,87.83,88.6,92.5,93.5,0.017,0.21,-0.193,NO,0.81,0.18,True
AUS,2026-05-11,KXHIGHAUS-26MAY11-B83.5,76.17,79.4,83.5,84.5,0.0,0.44,-0.44,NO,0.58,0.4,True
AUS,2026-05-11,KXHIGHAUS-26MAY11-B79.5,76.17,79.4,79.5,80.5,0.049,0.51,-0.461,NO,0.51,0.47,True
AUS,2026-05-11,KXHIGHAUS-26MAY11-B81.5,76.17,79.4,81.5,82.5,0.009,0.37,-0.361,NO,0.65,0.33,True
AUS,2026-05-12,KXHIGHAUS-26MAY12-B84.5,85.61,82.9,84.5,85.5,0.113,0.4,-0.287,NO,0.62,0.36,True
AUS,2026-05-12,KXHIGHAUS-26MAY12-B86.5,85.61,82.9,86.5,87.5,0.052,0.46,-0.408,NO,0.56,0.42,True
AUS,2026-05-12,KXHIGHAUS-26MAY12-B82.5,85.61,82.9,82.5,83.5,0.077,0.26,-0.183,NO,0.76,-0.77,False
AUS,2026-05-13,KXHIGHAUS-26MAY13-B92.5,87.63,88.5,92.5,93.5,0.016,0.24,-0.224,NO,0.78,0.21,True
AUS,2026-05-13,KXHIGHAUS-26MAY13-B88.5,87.63,88.5,88.5,89.5,0.053,0.15,-0.097,NO,0.87,-0.88,False
AUS,2026-05-13,KXHIGHAUS-26MAY13-B90.5,87.63,88.5,90.5,91.5,0.047,0.52,-0.473,NO,0.5,0.48,True
AUS,2026-05-14,KXHIGHAUS-26MAY14-B89.5,84.99,89.2,89.5,90.5,0.017,0.36,-0.343,NO,0.66,0.32,True
AUS,2026-05-14,KXHIGHAUS-26MAY14-B91.5,84.99,89.2,91.5,92.5,0.0,0.39,-0.39,NO,0.63,0.35,True
AUS,2026-05-14,KXHIGHAUS-26MAY14-B93.5,84.99,89.2,93.5,94.5,0.0,0.15,-0.15,NO,0.87,0.12,True
AUS,2026-05-15,KXHIGHAUS-26MAY15-B90.5,86.25,90.8,90.5,91.5,0.018,0.29,-0.272,NO,0.73,-0.74,False
AUS,2026-05-15,KXHIGHAUS-26MAY15-B92.5,86.25,90.8,92.5,93.5,0.0,0.49,-0.49,NO,0.53,0.45,True
AUS,2026-05-16,KXHIGHAUS-26MAY16-B91.5,89.14,88.1,91.5,92.5,0.025,0.27,-0.245,NO,0.75,0.24,True
AUS,2026-05-16,KXHIGHAUS-26MAY16-B89.5,89.14,88.1,89.5,90.5,0.08,0.33,-0.25,NO,0.69,0.3,True
AUS,2026-05-17,KXHIGHAUS-26MAY17-B91.5,89.11,88.6,91.5,92.5,0.026,0.23,-0.204,NO,0.79,0.2,True
AUS,2026-05-17,KXHIGHAUS-26MAY17-B93.5,89.11,88.6,93.5,94.5,0.018,0.23,-0.212,NO,0.79,0.2,True
AUS,2026-05-17,KXHIGHAUS-26MAY17-B89.5,89.11,88.6,89.5,90.5,0.078,0.25,-0.172,NO,0.77,0.22,True
AUS,2026-05-18,KXHIGHAUS-26MAY18-B92.5,97.09,91.6,92.5,93.5,0.082,0.3,-0.218,NO,0.72,0.27,True
AUS,2026-05-18,KXHIGHAUS-26MAY18-B90.5,97.09,91.6,90.5,91.5,0.065,0.25,-0.185,NO,0.77,0.22,True
AUS,2026-05-19,KXHIGHAUS-26MAY19-B92.5,100.44,91.0,92.5,93.5,0.052,0.16,-0.108,NO,0.86,0.13,True
AUS,2026-05-19,KXHIGHAUS-26MAY19-B90.5,100.44,91.0,90.5,91.5,0.009,0.25,-0.241,NO,0.77,-0.78,False
AUS,2026-05-19,KXHIGHAUS-26MAY19-B88.5,100.44,91.0,88.5,89.5,0.008,0.25,-0.242,NO,0.77,0.22,True
NY,2026-05-20,KXHIGHNY-26MAY20-B93.5,94.34,92.7,93.5,94.5,0.154,0.33,-0.176,NO,0.69,0.3,True
NY,2026-05-20,KXHIGHNY-26MAY20-B91.5,94.34,92.7,91.5,92.5,0.072,0.66,-0.588,NO,0.36,0.62,True
NY,2026-05-21,KXHIGHNY-26MAY21-B72.5,64.03,69.9,72.5,73.5,0.0,0.1,-0.1,NO,0.92,0.07,True
NY,2026-05-21,KXHIGHNY-26MAY21-B70.5,64.03,69.9,70.5,71.5,0.004,0.35,-0.346,NO,0.67,0.31,True
NY,2026-05-22,KXHIGHNY-26MAY22-B67.5,61.8,69.1,67.5,68.5,0.037,0.66,-0.623,NO,0.36,0.62,True
NY,2026-05-22,KXHIGHNY-26MAY22-B63.5,61.8,69.1,63.5,64.5,0.077,0.16,-0.083,NO,0.86,0.13,True
NY,2026-05-22,KXHIGHNY-26MAY22-B65.5,61.8,69.1,65.5,66.5,0.052,0.58,-0.528,NO,0.44,0.54,True
NY,2026-05-23,KXHIGHNY-26MAY23-B54.5,57.7,57.4,54.5,55.5,0.056,0.3,-0.244,NO,0.72,0.27,True
NY,2026-05-23,KXHIGHNY-26MAY23-B60.5,57.7,57.4,60.5,61.5,0.061,0.18,-0.119,NO,0.84,0.15,True
NY,2026-05-23,KXHIGHNY-26MAY23-B58.5,57.7,57.4,58.5,59.5,0.1,0.3,-0.2,NO,0.72,0.27,True
NY,2026-05-23,KXHIGHNY-26MAY23-B56.5,57.7,57.4,56.5,57.5,0.104,0.8,-0.696,NO,0.22,-0.23,False
NY,2026-05-24,KXHIGHNY-26MAY24-B62.5,54.46,59.3,62.5,63.5,0.0,0.15,-0.15,NO,0.87,0.12,True
NY,2026-05-24,KXHIGHNY-26MAY24-B64.5,54.46,59.3,64.5,65.5,0.0,0.16,-0.16,NO,0.86,0.13,True
NY,2026-05-25,KXHIGHNY-26MAY25-B74.5,74.55,73.6,74.5,75.5,0.115,0.21,-0.095,NO,0.81,0.18,True
NY,2026-05-25,KXHIGHNY-26MAY25-B72.5,74.55,73.6,72.5,73.5,0.059,0.51,-0.451,NO,0.51,0.47,True
NY,2026-05-26,KXHIGHNY-26MAY26-B79.5,80.46,78.8,79.5,80.5,0.153,0.6,-0.447,NO,0.42,0.56,True
NY,2026-05-26,KXHIGHNY-26MAY26-B81.5,80.46,78.8,81.5,82.5,0.131,0.32,-0.189,NO,0.7,0.29,True
NY,2026-05-26,KXHIGHNY-26MAY26-B77.5,80.46,78.8,77.5,78.5,0.063,0.23,-0.167,NO,0.79,0.2,True
NY,2026-05-27,KXHIGHNY-26MAY27-B79.5,84.28,81.6,79.5,80.5,0.06,0.79,-0.73,NO,0.23,0.76,True
NY,2026-05-27,KXHIGHNY-26MAY27-B81.5,84.28,81.6,81.5,82.5,0.071,0.23,-0.159,NO,0.79,-0.8,False
NY,2026-05-27,KXHIGHNY-26MAY27-B83.5,84.28,81.6,83.5,84.5,0.135,0.34,-0.205,NO,0.68,0.3,True
NY,2026-05-28,KXHIGHNY-26MAY28-B76.5,78.1,76.5,76.5,77.5,0.106,0.38,-0.274,NO,0.64,-0.66,False
CHI,2026-05-20,KXHIGHCHI-26MAY20-B57.5,62.22,60.3,57.5,58.5,0.174,0.28,-0.106,NO,0.74,0.25,True
CHI,2026-05-20,KXHIGHCHI-26MAY20-B61.5,62.22,60.3,61.5,62.5,0.098,0.86,-0.762,NO,0.16,0.83,True
CHI,2026-05-20,KXHIGHCHI-26MAY20-B59.5,62.22,60.3,59.5,60.5,0.074,0.39,-0.316,NO,0.63,-0.65,False
CHI,2026-05-21,KXHIGHCHI-26MAY21-B60.5,54.89,58.3,60.5,61.5,0.0,0.41,-0.41,NO,0.61,0.37,True
CHI,2026-05-22,KXHIGHCHI-26MAY22-B70.5,61.88,66.4,70.5,71.5,0.0,0.1,-0.1,NO,0.92,0.07,True
CHI,2026-05-22,KXHIGHCHI-26MAY22-B64.5,61.88,66.4,64.5,65.5,0.04,0.15,-0.11,NO,0.87,0.12,True
CHI,2026-05-22,KXHIGHCHI-26MAY22-B66.5,61.88,66.4,66.5,67.5,0.0,0.25,-0.25,NO,0.77,0.22,True
CHI,2026-05-22,KXHIGHCHI-26MAY22-B68.5,61.88,66.4,68.5,69.5,0.0,0.21,-0.21,NO,0.81,0.18,True
CHI,2026-05-23,KXHIGHCHI-26MAY23-B73.5,69.24,72.7,73.5,74.5,0.009,0.19,-0.181,NO,0.83,0.16,True
CHI,2026-05-23,KXHIGHCHI-26MAY23-B67.5,69.24,72.7,67.5,68.5,0.088,0.19,-0.102,NO,0.83,0.16,True
CHI,2026-05-23,KXHIGHCHI-26MAY23-B69.5,69.24,72.7,69.5,70.5,0.065,0.61,-0.545,NO,0.41,0.57,True
CHI,2026-05-24,KXHIGHCHI-26MAY24-B74.5,75.24,76.2,74.5,75.5,0.098,0.41,-0.312,NO,0.61,0.37,True
CHI,2026-05-24,KXHIGHCHI-26MAY24-B78.5,75.24,76.2,78.5,79.5,0.028,0.22,-0.192,NO,0.8,0.19,True
CHI,2026-05-24,KXHIGHCHI-26MAY24-B72.5,75.24,76.2,72.5,73.5,0.074,0.17,-0.096,NO,0.85,0.14,True
CHI,2026-05-24,KXHIGHCHI-26MAY24-B76.5,75.24,76.2,76.5,77.5,0.09,0.51,-0.42,NO,0.51,0.47,True
CHI,2026-05-25,KXHIGHCHI-26MAY25-B84.5,90.2,87.3,84.5,85.5,0.065,0.64,-0.575,NO,0.38,0.6,True
CHI,2026-05-25,KXHIGHCHI-26MAY25-B86.5,90.2,87.3,86.5,87.5,0.099,0.19,-0.091,NO,0.83,-0.84,False
CHI,2026-05-26,KXHIGHCHI-26MAY26-B87.5,84.79,87.6,87.5,88.5,0.037,0.2,-0.163,NO,0.82,-0.83,False
CHI,2026-05-26,KXHIGHCHI-26MAY26-B85.5,84.79,87.6,85.5,86.5,0.105,0.51,-0.405,NO,0.51,0.47,True
CHI,2026-05-26,KXHIGHCHI-26MAY26-B83.5,84.79,87.6,83.5,84.5,0.101,0.26,-0.159,NO,0.76,0.23,True
CHI,2026-05-27,KXHIGHCHI-26MAY27-B81.5,85.85,84.4,81.5,82.5,0.178,0.74,-0.562,NO,0.28,0.71,True
CHI,2026-05-27,KXHIGHCHI-26MAY27-B83.5,85.85,84.4,83.5,84.5,0.068,0.46,-0.392,NO,0.56,-0.58,False
CHI,2026-05-28,KXHIGHCHI-26MAY28-B68.5,69.5,72.1,68.5,69.5,0.107,0.2,-0.093,NO,0.82,0.17,True
CHI,2026-05-28,KXHIGHCHI-26MAY28-B70.5,69.5,72.1,70.5,71.5,0.118,0.58,-0.462,NO,0.44,0.54,True
CHI,2026-05-28,KXHIGHCHI-26MAY28-B72.5,69.5,72.1,72.5,73.5,0.025,0.46,-0.435,NO,0.56,0.42,True
LAX,2026-05-21,KXHIGHLAX-26MAY21-B70.5,67.5,73.2,70.5,71.5,0.053,0.48,-0.427,NO,0.54,0.44,True
LAX,2026-05-21,KXHIGHLAX-26MAY21-B74.5,67.5,73.2,74.5,75.5,0.007,0.35,-0.343,NO,0.67,0.31,True
LAX,2026-05-21,KXHIGHLAX-26MAY21-B72.5,67.5,73.2,72.5,73.5,0.028,0.66,-0.632,NO,0.36,-0.38,False
LAX,2026-05-22,KXHIGHLAX-26MAY22-B64.5,64.42,65.9,64.5,65.5,0.093,0.2,-0.107,NO,0.82,0.17,True
LAX,2026-05-22,KXHIGHLAX-26MAY22-B70.5,64.42,65.9,70.5,71.5,0.019,0.12,-0.101,NO,0.9,0.09,True
LAX,2026-05-22,KXHIGHLAX-26MAY22-B68.5,64.42,65.9,68.5,69.5,0.058,0.44,-0.382,NO,0.58,0.4,True
LAX,2026-05-22,KXHIGHLAX-26MAY22-B66.5,64.42,65.9,66.5,67.5,0.071,0.32,-0.249,NO,0.7,0.29,True
LAX,2026-05-23,KXHIGHLAX-26MAY23-B65.5,72.89,65.4,65.5,66.5,0.04,0.24,-0.2,NO,0.78,0.21,True
LAX,2026-05-23,KXHIGHLAX-26MAY23-B63.5,72.89,65.4,63.5,64.5,0.0,0.2,-0.2,NO,0.82,0.17,True
LAX,2026-05-23,KXHIGHLAX-26MAY23-B67.5,72.89,65.4,67.5,68.5,0.078,0.81,-0.732,NO,0.21,0.78,True
LAX,2026-05-24,KXHIGHLAX-26MAY24-B64.5,64.94,64.3,64.5,65.5,0.108,0.2,-0.092,NO,0.82,0.17,True
LAX,2026-05-24,KXHIGHLAX-26MAY24-B66.5,64.94,64.3,66.5,67.5,0.095,0.49,-0.395,NO,0.53,0.45,True
LAX,2026-05-24,KXHIGHLAX-26MAY24-B68.5,64.94,64.3,68.5,69.5,0.067,0.43,-0.363,NO,0.59,0.39,True
LAX,2026-05-24,KXHIGHLAX-26MAY24-B62.5,64.94,64.3,62.5,63.5,0.082,0.2,-0.118,NO,0.82,0.17,True
LAX,2026-05-25,KXHIGHLAX-26MAY25-B69.5,71.32,65.5,69.5,70.5,0.116,0.76,-0.644,NO,0.26,0.73,True
LAX,2026-05-25,KXHIGHLAX-26MAY25-B65.5,71.32,65.5,65.5,66.5,0.081,0.21,-0.129,NO,0.81,-0.82,False
LAX,2026-05-25,KXHIGHLAX-26MAY25-B67.5,71.32,65.5,67.5,68.5,0.072,0.3,-0.228,NO,0.72,0.27,True
LAX,2026-05-26,KXHIGHLAX-26MAY26-B68.5,65.09,65.7,68.5,69.5,0.08,0.68,-0.6,NO,0.34,0.64,True
LAX,2026-05-26,KXHIGHLAX-26MAY26-B66.5,65.09,65.7,66.5,67.5,0.089,0.59,-0.501,NO,0.43,0.55,True
LAX,2026-05-27,KXHIGHLAX-26MAY27-B66.5,68.69,64.4,66.5,67.5,0.098,0.3,-0.202,NO,0.72,0.27,True
LAX,2026-05-27,KXHIGHLAX-26MAY27-B64.5,68.69,64.4,64.5,65.5,0.066,0.19,-0.124,NO,0.83,0.16,True
LAX,2026-05-27,KXHIGHLAX-26MAY27-B68.5,68.69,64.4,68.5,69.5,0.11,0.58,-0.47,NO,0.44,0.54,True
LAX,2026-05-28,KXHIGHLAX-26MAY28-B69.5,68.85,65.7,69.5,70.5,0.07,0.17,-0.1,NO,0.85,0.14,True
LAX,2026-05-28,KXHIGHLAX-26MAY28-B67.5,68.85,65.7,67.5,68.5,0.121,0.75,-0.629,NO,0.27,0.72,True
LAX,2026-05-28,KXHIGHLAX-26MAY28-B71.5,68.85,65.7,71.5,72.5,0.068,0.2,-0.132,NO,0.82,0.17,True
MIA,2026-05-20,KXHIGHMIA-26MAY20-B88.5,84.78,85.6,88.5,89.5,0.031,0.61,-0.579,NO,0.41,0.57,True
MIA,2026-05-20,KXHIGHMIA-26MAY20-B86.5,84.78,85.6,86.5,87.5,0.043,0.19,-0.147,NO,0.83,0.16,True
MIA,2026-05-21,KXHIGHMIA-26MAY21-B87.5,85.54,86.9,87.5,88.5,0.045,0.38,-0.335,NO,0.64,0.34,True
MIA,2026-05-21,KXHIGHMIA-26MAY21-B85.5,85.54,86.9,85.5,86.5,0.098,0.25,-0.152,NO,0.77,0.22,True
MIA,2026-05-21,KXHIGHMIA-26MAY21-B89.5,85.54,86.9,89.5,90.5,0.028,0.58,-0.552,NO,0.44,0.54,True
MIA,2026-05-21,KXHIGHMIA-26MAY21-B91.5,85.54,86.9,91.5,92.5,0.009,0.19,-0.181,NO,0.83,0.16,True
MIA,2026-05-22,KXHIGHMIA-26MAY22-B91.5,88.54,85.7,91.5,92.5,0.049,0.2,-0.151,NO,0.82,0.17,True
MIA,2026-05-22,KXHIGHMIA-26MAY22-B89.5,88.54,85.7,89.5,90.5,0.086,0.67,-0.584,NO,0.35,0.63,True
MIA,2026-05-23,KXHIGHMIA-26MAY23-B91.5,85.64,86.0,91.5,92.5,0.008,0.2,-0.192,NO,0.82,0.17,True
MIA,2026-05-23,KXHIGHMIA-26MAY23-B85.5,85.64,86.0,85.5,86.5,0.098,0.55,-0.452,NO,0.47,-0.49,False
MIA,2026-05-23,KXHIGHMIA-26MAY23-B87.5,85.64,86.0,87.5,88.5,0.043,0.18,-0.137,NO,0.84,0.15,True
MIA,2026-05-23,KXHIGHMIA-26MAY23-B89.5,85.64,86.0,89.5,90.5,0.029,0.65,-0.621,NO,0.37,0.61,True
MIA,2026-05-24,KXHIGHMIA-26MAY24-B85.5,83.52,85.7,85.5,86.5,0.045,0.13,-0.085,NO,0.89,-0.9,False
MIA,2026-05-24,KXHIGHMIA-26MAY24-B87.5,83.52,85.7,87.5,88.5,0.028,0.4,-0.372,NO,0.62,0.36,True
MIA,2026-05-24,KXHIGHMIA-26MAY24-B89.5,83.52,85.7,89.5,90.5,0.009,0.52,-0.511,NO,0.5,0.48,True
MIA,2026-05-25,KXHIGHMIA-26MAY25-B87.5,84.37,86.5,87.5,88.5,0.025,0.35,-0.325,NO,0.67,0.31,True
MIA,2026-05-25,KXHIGHMIA-26MAY25-B89.5,84.37,86.5,89.5,90.5,0.008,0.7,-0.692,NO,0.32,0.66,True
MIA,2026-05-26,KXHIGHMIA-26MAY26-B88.5,87.42,86.6,88.5,89.5,0.084,0.53,-0.446,NO,0.49,0.49,True
MIA,2026-05-26,KXHIGHMIA-26MAY26-B90.5,87.42,86.6,90.5,91.5,0.026,0.36,-0.334,NO,0.66,0.32,True
MIA,2026-05-27,KXHIGHMIA-26MAY27-B87.5,91.94,86.4,87.5,88.5,0.045,0.37,-0.325,NO,0.65,0.33,True
MIA,2026-05-27,KXHIGHMIA-26MAY27-B91.5,91.94,86.4,91.5,92.5,0.139,0.43,-0.291,NO,0.59,0.39,True
MIA,2026-05-27,KXHIGHMIA-26MAY27-B89.5,91.94,86.4,89.5,90.5,0.141,0.62,-0.479,NO,0.4,0.58,True
MIA,2026-05-28,KXHIGHMIA-26MAY28-B89.5,84.08,84.1,89.5,90.5,0.008,0.36,-0.352,NO,0.66,0.32,True
MIA,2026-05-28,KXHIGHMIA-26MAY28-B85.5,84.08,84.1,85.5,86.5,0.059,0.46,-0.401,NO,0.56,0.42,True
MIA,2026-05-28,KXHIGHMIA-26MAY28-B87.5,84.08,84.1,87.5,88.5,0.025,0.28,-0.255,NO,0.74,0.25,True
AUS,2026-05-20,KXHIGHAUS-26MAY20-B82.5,85.76,85.5,82.5,83.5,0.081,0.25,-0.169,NO,0.77,0.22,True
AUS,2026-05-20,KXHIGHAUS-26MAY20-B86.5,85.76,85.5,86.5,87.5,0.057,0.28,-0.223,NO,0.74,0.25,True
AUS,2026-05-20,KXHIGHAUS-26MAY20-B84.5,85.76,85.5,84.5,85.5,0.093,0.28,-0.187,NO,0.74,0.25,True
AUS,2026-05-20,KXHIGHAUS-26MAY20-B88.5,85.76,85.5,88.5,89.5,0.038,0.2,-0.162,NO,0.82,0.17,True
AUS,2026-05-21,KXHIGHAUS-26MAY21-B83.5,85.92,81.6,83.5,84.5,0.116,0.39,-0.274,NO,0.63,0.35,True
AUS,2026-05-21,KXHIGHAUS-26MAY21-B79.5,85.92,81.6,79.5,80.5,0.064,0.32,-0.256,NO,0.7,0.29,True
AUS,2026-05-21,KXHIGHAUS-26MAY21-B81.5,85.92,81.6,81.5,82.5,0.145,0.32,-0.175,NO,0.7,-0.71,False
AUS,2026-05-21,KXHIGHAUS-26MAY21-B77.5,85.92,81.6,77.5,78.5,0.023,0.25,-0.227,NO,0.77,0.22,True
AUS,2026-05-22,KXHIGHAUS-26MAY22-B87.5,87.66,80.8,87.5,88.5,0.052,0.4,-0.348,NO,0.62,0.36,True
AUS,2026-05-22,KXHIGHAUS-26MAY22-B91.5,87.66,80.8,91.5,92.5,0.03,0.24,-0.21,NO,0.78,0.21,True
AUS,2026-05-22,KXHIGHAUS-26MAY22-B89.5,87.66,80.8,89.5,90.5,0.011,0.33,-0.319,NO,0.69,0.3,True
AUS,2026-05-23,KXHIGHAUS-26MAY23-B85.5,82.37,83.3,85.5,86.5,0.053,0.25,-0.197,NO,0.77,0.22,True
AUS,2026-05-23,KXHIGHAUS-26MAY23-B83.5,82.37,83.3,83.5,84.5,0.022,0.34,-0.318,NO,0.68,0.3,True
AUS,2026-05-23,KXHIGHAUS-26MAY23-B81.5,82.37,83.3,81.5,82.5,0.088,0.2,-0.112,NO,0.82,0.17,True
AUS,2026-05-24,KXHIGHAUS-26MAY24-B84.5,91.82,86.9,84.5,85.5,0.07,0.16,-0.09,NO,0.86,0.13,True
AUS,2026-05-24,KXHIGHAUS-26MAY24-B82.5,91.82,86.9,82.5,83.5,0.012,0.25,-0.238,NO,0.77,0.22,True
AUS,2026-05-24,KXHIGHAUS-26MAY24-B80.5,91.82,86.9,80.5,81.5,0.007,0.1,-0.093,NO,0.92,0.07,True
AUS,2026-05-24,KXHIGHAUS-26MAY24-B86.5,91.82,86.9,86.5,87.5,0.089,0.25,-0.161,NO,0.77,-0.78,False
AUS,2026-05-25,KXHIGHAUS-26MAY25-B87.5,88.59,88.8,87.5,88.5,0.112,0.2,-0.088,NO,0.82,0.17,True
AUS,2026-05-25,KXHIGHAUS-26MAY25-B89.5,88.59,88.8,89.5,90.5,0.052,0.23,-0.178,NO,0.79,0.2,True
AUS,2026-05-25,KXHIGHAUS-26MAY25-B91.5,88.59,88.8,91.5,92.5,0.05,0.22,-0.17,NO,0.8,0.19,True
AUS,2026-05-26,KXHIGHAUS-26MAY26-B89.5,91.31,86.4,89.5,90.5,0.112,0.49,-0.378,NO,0.53,0.45,True
AUS,2026-05-26,KXHIGHAUS-26MAY26-B87.5,91.31,86.4,87.5,88.5,0.121,0.31,-0.189,NO,0.71,0.28,True
AUS,2026-05-27,KXHIGHAUS-26MAY27-B85.5,76.55,78.3,85.5,86.5,0.0,0.28,-0.28,NO,0.74,0.25,True
AUS,2026-05-27,KXHIGHAUS-26MAY27-B81.5,76.55,78.3,81.5,82.5,0.015,0.18,-0.165,NO,0.84,0.15,True
AUS,2026-05-27,KXHIGHAUS-26MAY27-B87.5,76.55,78.3,87.5,88.5,0.0,0.16,-0.16,NO,0.86,0.13,True
AUS,2026-05-27,KXHIGHAUS-26MAY27-B83.5,76.55,78.3,83.5,84.5,0.0,0.25,-0.25,NO,0.77,0.22,True
AUS,2026-05-28,KXHIGHAUS-26MAY28-B90.5,85.83,91.2,90.5,91.5,0.017,0.26,-0.243,NO,0.76,-0.77,False
AUS,2026-05-28,KXHIGHAUS-26MAY28-B88.5,85.83,91.2,88.5,89.5,0.035,0.25,-0.215,NO,0.77,0.22,True
AUS,2026-05-28,KXHIGHAUS-26MAY28-B92.5,85.83,91.2,92.5,93.5,0.0,0.2,-0.2,NO,0.82,0.17,True
